RAD	WIND	MINT	MAXT	DOY	VPR	OKTA	RAIN	AHA
1000.00	5.81	25.13	30.08	947	0.93	7	4600	26.13
995.00	5.73	24.03	29.12	948	0.99	1	4577	25.03
999.00	5.68	24.30	28.69	949	0.89	2	4595.4	25.30
1001.00	5.84	23.80	28.61	950	0.99	3	4604.6	24.80
1002.00	5.77	23.90	29.13	951	0.89	4	4609.2	24.90
1004.00	5.00	24.41	31.48	952	0.99	5	4618.4	25.41
1005.00	5.27	25.50	32.41	953	0.97	6	4623	26.50
1006.00	5.71	26.29	33.16	954	0.95	7	4627.6	27.29
990.00	5.32	25.19	31.31	955	1.12	1	4554	26.19
1010.00	5.97	25.26	30.80	956	1	2	4646	26.26
1005.00	5.00	25.58	30.91	957	1.21	3	4623	26.58
1000.00	5.81	25.13	30.08	958	1.09	4	4600	26.13
995.00	5.73	24.03	29.12	959	1.03	5	4577	25.03
999.00	5.68	24.30	28.69	960	0.92	6	4595.4	25.30
1001.00	5.84	23.80	28.61	961	0.93	7	4604.6	24.80
1002.00	5.77	23.90	29.13	962	0.99	1	4609.2	24.90
1004.00	5.00	24.41	31.48	963	0.89	2	4618.4	25.41
1005.00	5.27	25.50	32.41	964	0.99	3	4623	26.50
1006.00	5.71	26.29	33.16	965	0.89	4	4627.6	27.29
1030.00	6.97	25.32	31.07	966	0.99	5	4738	26.32
990.00	5.32	25.19	31.31	967	0.97	6	4554	26.19
1010.00	5.97	25.26	30.80	968	0.95	7	4646	26.26
1005.00	5.00	25.58	30.91	969	1.12	1	4623	26.58
1000.00	5.81	25.13	30.08	970	1	2	4600	26.13
995.00	5.73	24.03	29.12	971	1.21	3	4577	25.03
999.00	5.68	24.30	28.69	972	1.09	4	4595.4	25.30
1001.00	5.84	23.80	28.61	973	1.03	5	4604.6	24.80
1002.00	5.77	23.90	29.13	974	0.92	6	4609.2	24.90
1004.00	5.00	24.41	31.48	975	0.93	7	4618.4	25.41
1005.00	5.27	25.50	32.41	976	0.99	1	4623	26.50
1006.00	5.71	26.29	33.16	977	0.89	2	4627.6	27.29
1005.00	5.00	25.58	30.91	978	0.99	3	4623	26.58
1000.00	5.81	25.13	30.08	979	0.97	4	4600	26.13
995.00	5.73	24.03	29.12	980	0.95	5	4577	25.03
999.00	5.68	24.30	28.69	981	1.12	6	4595.4	25.30
1001.00	5.84	23.80	28.61	982	1	7	4604.6	24.80
1002.00	5.77	23.90	29.13	983	1.21	1	4609.2	24.90
1004.00	5.00	24.41	31.48	984	1.09	2	4618.4	25.41
1005.00	5.27	25.50	32.41	985	1.03	3	4623	26.50
1006.00	5.71	26.29	33.16	986	0.92	4	4627.6	27.29
1030.00	6.97	25.32	31.07	987	0.93	5	4738	26.32
990.00	5.32	25.19	31.31	988	0.99	6	4554	26.19
1010.00	5.97	25.26	30.80	989	0.89	7	4646	26.26
1005.00	5.00	25.58	30.91	990	0.99	1	4623	26.58
1000.00	5.81	25.13	30.08	991	0.97	2	4600	26.13
995.00	5.73	24.03	29.12	992	0.95	3	4577	25.03
999.00	5.68	24.30	28.69	993	1.12	4	4595.4	25.30
1001.00	5.84	23.80	28.61	994	1	5	4604.6	24.80
1002.00	5.77	23.90	29.13	995	1.21	6	4609.2	24.90
1004.00	5.00	24.41	31.48	996	1.09	7	4618.4	25.41
1005.00	5.27	25.50	32.41	997	1.03	1	4623	26.50
1006.00	5.71	26.29	33.16	998	0.92	2	4627.6	27.29
1030.00	6.97	25.32	31.07	999	0.93	3	4738	26.32
990.00	5.32	25.19	31.31	1000	0.99	4	4554	26.19
1010.00	5.97	25.26	30.80	1001	0.89	5	4646	26.26
1005.00	5.00	25.58	30.91	1002	0.99	6	4623	26.58
1000.00	5.81	25.13	30.08	1003	0.89	7	4600	26.13
995.00	5.73	24.03	29.12	1004	0.99	1	4577	25.03
999.00	5.68	24.30	28.69	1005	0.97	2	4595.4	25.30
1001.00	5.84	23.80	28.61	1006	0.95	3	4604.6	24.80
1002.00	5.77	23.90	29.13	1007	1.12	4	4609.2	24.90
1004.00	5.00	24.41	31.48	1008	1	5	4618.4	25.41
1005.00	5.27	25.50	32.41	1009	1.21	6	4623	26.50
1006.00	5.71	26.29	33.16	1010	1.09	7	4627.6	27.29
1030.00	6.97	25.32	31.07	1011	1.03	1	4738	26.32
990.00	5.32	25.19	31.31	1012	0.92	2	4554	26.19
1010.00	5.97	25.26	30.80	1013	0.93	3	4646	26.26
1005.00	5.00	25.58	30.91	1014	0.99	4	4623	26.58
1000.00	5.81	25.13	30.08	1015	0.89	5	4600	26.13
995.00	5.73	24.03	29.12	1016	0.99	6	4577	25.03
999.00	5.68	24.30	28.69	1017	0.97	7	4595.4	25.30
1001.00	5.84	23.80	28.61	1018	0.95	1	4604.6	24.80
1002.00	5.77	23.90	29.13	1019	1.12	2	4609.2	24.90
1004.00	5.00	24.41	31.48	1020	1	3	4618.4	25.41
1005.00	5.27	25.50	32.41	1021	1.21	4	4623	26.50
1006.00	5.71	26.29	33.16	1022	1.09	5	4627.6	27.29
990.00	5.32	25.19	31.31	1023	1.03	6	4554	26.19
1010.00	5.97	25.26	30.80	1024	0.92	7	4646	26.26
1005.00	5.00	25.58	30.91	1025	0.93	1	4623	26.58
1000.00	5.81	25.13	30.08	1026	0.99	2	4600	26.13
995.00	5.73	24.03	29.12	1027	0.89	3	4577	25.03
999.00	5.68	24.30	28.69	1028	0.99	4	4595.4	25.30
1001.00	5.84	23.80	28.61	1029	0.97	5	4604.6	24.80
1002.00	5.77	23.90	29.13	1030	0.95	6	4609.2	24.90
1004.00	5.00	24.41	31.48	1031	1.12	7	4618.4	25.41
1005.00	5.27	25.50	32.41	1032	1	1	4623	26.50
1006.00	5.71	26.29	33.16	1033	1.21	2	4627.6	27.29
1030.00	6.97	25.32	31.07	1034	1.09	3	4738	26.32
990.00	5.32	25.19	31.31	1035	1.03	4	4554	26.19
1010.00	5.97	25.26	30.80	1036	0.92	5	4646	26.26
1005.00	5.00	25.58	30.91	1037	0.93	6	4623	26.58
1000.00	5.81	25.13	30.08	1038	0.99	7	4600	26.13
995.00	5.73	24.03	29.12	1039	0.89	1	4577	25.03
999.00	5.68	24.30	28.69	1040	0.99	2	4595.4	25.30
1001.00	5.84	23.80	28.61	1041	0.89	3	4604.6	24.80
1002.00	5.77	23.90	29.13	1042	0.99	4	4609.2	24.90
1004.00	5.00	24.41	31.48	1043	0.97	5	4618.4	25.41
1005.00	5.27	25.50	32.41	1044	0.95	6	4623	26.50
1006.00	5.71	26.29	33.16	1045	1.12	7	4627.6	27.29
1005.00	5.27	25.50	32.41	1046	1	1	4623	26.50
1006.00	5.71	26.29	33.16	1047	1.21	2	4627.6	27.29
1030.00	6.97	25.32	31.07	1048	1.09	3	4738	26.32
990.00	5.32	25.19	31.31	1049	1.03	4	4554	26.19
1010.00	5.97	25.26	30.80	1050	0.92	5	4646	26.26
1005.00	5.00	25.58	30.91	1051	0.93	6	4623	26.58
1000.00	5.81	25.13	30.08	1052	0.99	7	4600	26.13
995.00	5.73	24.03	29.12	1053	0.89	1	4577	25.03
999.00	5.68	24.30	28.69	1054	0.99	2	4595.4	25.30
1001.00	5.84	23.80	28.61	1055	0.89	3	4604.6	24.80
1002.00	5.77	23.90	29.13	1056	0.99	4	4609.2	24.90
1004.00	5.00	24.41	31.48	1057	0.97	5	4618.4	25.41
1005.00	5.27	25.50	32.41	1058	0.95	6	4623	26.50
1006.00	5.71	26.29	33.16	1059	1.12	7	4627.6	27.29
1005.00	5.00	25.58	30.91	1060	1	1	4623	26.58
1000.00	5.81	25.13	30.08	1061	1.21	2	4600	26.13
995.00	5.73	24.03	29.12	1062	1.09	3	4577	25.03
999.00	5.68	24.30	28.69	1063	1.03	4	4595.4	25.30
1001.00	5.84	23.80	28.61	1064	0.92	5	4604.6	24.80
1002.00	5.77	23.90	29.13	1065	0.93	6	4609.2	24.90
1004.00	5.00	24.41	31.48	1066	0.99	7	4618.4	25.41
1005.00	5.27	25.50	32.41	1067	0.89	1	4623	26.50
1006.00	5.71	26.29	33.16	1068	0.99	2	4627.6	27.29
1030.00	6.97	25.32	31.07	1069	0.97	3	4738	26.32
990.00	5.32	25.19	31.31	1070	0.95	4	4554	26.19
1010.00	5.97	25.26	30.80	1071	1.12	5	4646	26.26
1005.00	5.00	25.58	30.91	1072	1	6	4623	26.58
1000.00	5.81	25.13	30.08	1073	1.21	7	4600	26.13
995.00	5.73	24.03	29.12	1074	1.09	1	4577	25.03
999.00	5.68	24.30	28.69	1075	1.03	2	4595.4	25.30
1001.00	5.84	23.80	28.61	1076	0.92	3	4604.6	24.80
1002.00	5.77	23.90	29.13	1077	0.93	4	4609.2	24.90
1004.00	5.00	24.41	31.48	1078	0.99	5	4618.4	25.41
1005.00	5.27	25.50	32.41	1079	0.89	6	4623	26.50
1006.00	5.71	26.29	33.16	1080	0.99	7	4627.6	27.29
1030.00	6.97	25.32	31.07	1081	0.97	1	4738	26.32
990.00	5.32	25.19	31.31	1082	0.95	2	4554	26.19
1010.00	5.97	25.26	30.80	1083	1.12	3	4646	26.26
1005.00	5.00	25.58	30.91	1084	1	4	4623	26.58
1000.00	5.81	25.13	30.08	1085	1.21	5	4600	26.13
995.00	5.73	24.03	29.12	1086	1.09	6	4577	25.03
999.00	5.68	24.30	28.69	1087	1.03	7	4595.4	25.30
1001.00	5.84	23.80	28.61	1088	0.92	1	4604.6	24.80
1002.00	5.77	23.90	29.13	1089	0.93	2	4609.2	24.90
1004.00	5.00	24.41	31.48	1090	0.99	3	4618.4	25.41
1005.00	5.27	25.50	32.41	1091	0.89	4	4623	26.50
1006.00	5.71	26.29	33.16	1092	0.99	5	4627.6	27.29
1030.00	6.97	25.32	31.07	1093	0.89	6	4738	26.32
990.00	5.32	25.19	31.31	1094	0.99	7	4554	26.19
1010.00	5.97	25.26	30.80	1095	0.97	1	4646	26.26
990.00	5.32	25.19	31.31	1096	0.89	1	4554	26.19
1010.00	5.97	25.26	30.80	1097	0.99	2	4646	26.26
1005.00	5.00	25.58	30.91	1098	0.97	3	4623	26.58
1000.00	5.81	25.13	30.08	1099	0.95	4	4600	26.13
995.00	5.73	24.03	29.12	1100	1.12	5	4577	25.03
999.00	5.68	24.30	28.69	1101	1	6	4595.4	25.30
1001.00	5.84	23.80	28.61	1102	1.21	7	4604.6	24.80
1002.00	5.77	23.90	29.13	1103	1.09	1	4609.2	24.90
1004.00	5.00	24.41	31.48	1104	1.03	2	4618.4	25.41
1005.00	5.27	25.50	32.41	1105	0.92	3	4623	26.50
1006.00	5.71	26.29	33.16	1106	0.93	4	4627.6	27.29
1030.00	6.97	25.32	31.07	1107	0.99	5	4738	26.32
990.00	5.32	25.19	31.31	1108	0.89	6	4554	26.19
1010.00	5.97	25.26	30.80	1109	0.99	7	4646	26.26
1005.00	5.00	25.58	30.91	1110	0.89	1	4623	26.58
1000.00	5.81	25.13	30.08	1111	0.99	2	4600	26.13
995.00	5.73	24.03	29.12	1112	0.97	3	4577	25.03
999.00	5.68	24.30	28.69	1113	0.95	4	4595.4	25.30
1001.00	5.84	23.80	28.61	1114	1.12	5	4604.6	24.80
1002.00	5.77	23.90	29.13	1115	1	6	4609.2	24.90
1004.00	5.00	24.41	31.48	1116	1.21	7	4618.4	25.41
1005.00	5.27	25.50	32.41	1117	1.09	1	4623	26.50
1006.00	5.71	26.29	33.16	1118	1.03	2	4627.6	27.29
1030.00	6.97	25.32	31.07	1119	0.92	3	4738	26.32
990.00	5.32	25.19	31.31	1120	0.93	4	4554	26.19
1010.00	5.97	25.26	30.80	1121	0.99	5	4646	26.26
1005.00	5.00	25.58	30.91	1122	0.89	6	4623	26.58
1000.00	5.81	25.13	30.08	1123	0.99	7	4600	26.13
995.00	5.73	24.03	29.12	1124	0.97	1	4577	25.03
999.00	5.68	24.30	28.69	1125	0.95	2	4595.4	25.30
1001.00	5.84	23.80	28.61	1126	1.12	3	4604.6	24.80
1002.00	5.77	23.90	29.13	1127	1	4	4609.2	24.90
1004.00	5.00	24.41	31.48	1128	1.21	5	4618.4	25.41
1005.00	5.27	25.50	32.41	1129	1.09	6	4623	26.50
1006.00	5.71	26.29	33.16	1130	1.03	7	4627.6	27.29
1030.00	6.97	25.32	31.07	1131	0.92	1	4738	26.32
990.00	5.32	25.19	31.31	1132	0.93	2	4554	26.19
1010.00	5.97	25.26	30.80	1133	0.99	3	4646	26.26
1005.00	5.00	25.58	30.91	1134	0.89	4	4623	26.58
1000.00	5.81	25.13	30.08	1135	0.99	5	4600	26.13
995.00	5.73	24.03	29.12	1136	0.97	6	4577	25.03
999.00	5.68	24.30	28.69	1137	0.95	7	4595.4	25.30
1001.00	5.84	23.80	28.61	1138	1.12	1	4604.6	24.80
1002.00	5.77	23.90	29.13	1139	1	2	4609.2	24.90
1004.00	5.00	24.41	31.48	1140	1.21	3	4618.4	25.41
1005.00	5.27	25.50	32.41	1141	1.09	4	4623	26.50
1006.00	5.71	26.29	33.16	1142	1.03	5	4627.6	27.29
990.00	5.32	25.19	31.31	1143	0.92	6	4554	26.19
1010.00	5.97	25.26	30.80	1144	0.93	7	4646	26.26
1005.00	5.00	25.58	30.91	1145	0.99	1	4623	26.58
1000.00	5.81	25.13	30.08	1146	0.89	2	4600	26.13
995.00	5.73	24.03	29.12	1147	0.99	3	4577	25.03
999.00	5.68	24.30	28.69	1148	0.89	4	4595.4	25.30
1001.00	5.84	23.80	28.61	1149	0.99	5	4604.6	24.80
1002.00	5.77	23.90	29.13	1150	0.97	6	4609.2	24.90
1004.00	5.00	24.41	31.48	1151	0.95	7	4618.4	25.41
1005.00	5.27	25.50	32.41	1152	1.12	1	4623	26.50
1006.00	5.71	26.29	33.16	1153	1	2	4627.6	27.29
1030.00	6.97	25.32	31.07	1154	1.21	3	4738	26.32
990.00	5.32	25.19	31.31	1155	1.09	4	4554	26.19
1010.00	5.97	25.26	30.80	1156	1.03	5	4646	26.26
1005.00	5.00	25.58	30.91	1157	0.92	6	4623	26.58
1000.00	5.81	25.13	30.08	1158	0.93	7	4600	26.13
995.00	5.73	24.03	29.12	1159	0.99	1	4577	25.03
999.00	5.68	24.30	28.69	1160	0.89	2	4595.4	25.30
1001.00	5.84	23.80	28.61	1161	0.99	3	4604.6	24.80
1002.00	5.77	23.90	29.13	1162	0.89	4	4609.2	24.90
1004.00	5.00	24.41	31.48	1163	0.99	5	4618.4	25.41
1005.00	5.27	25.50	32.41	1164	0.97	6	4623	26.50
1006.00	5.71	26.29	33.16	1165	0.95	7	4627.6	27.29
1005.00	5.00	25.58	30.91	1166	1.12	1	4623	26.58
1000.00	5.81	25.13	30.08	1167	1	2	4600	26.13
995.00	5.73	24.03	29.12	1168	1.21	3	4577	25.03
999.00	5.68	24.30	28.69	1169	1.09	4	4595.4	25.30
1001.00	5.84	23.80	28.61	1170	1.03	5	4604.6	24.80
1002.00	5.77	23.90	29.13	1171	0.92	6	4609.2	24.90
1004.00	5.00	24.41	31.48	1172	0.93	7	4618.4	25.41
1005.00	5.27	25.50	32.41	1173	0.99	1	4623	26.50
1006.00	5.71	26.29	33.16	1174	0.89	2	4627.6	27.29
1030.00	6.97	25.32	31.07	1175	0.99	3	4738	26.32
990.00	5.32	25.19	31.31	1176	0.97	4	4554	26.19
1010.00	5.97	25.26	30.80	1177	0.95	5	4646	26.26
1005.00	5.00	25.58	30.91	1178	1.12	6	4623	26.58
1000.00	5.81	25.13	30.08	1179	1	7	4600	26.13
995.00	5.73	24.03	29.12	1180	1.21	1	4577	25.03
999.00	5.68	24.30	28.69	1181	1.09	2	4595.4	25.30
1001.00	5.84	23.80	28.61	1182	1.03	3	4604.6	24.80
1002.00	5.77	23.90	29.13	1183	0.92	4	4609.2	24.90
1004.00	5.00	24.41	31.48	1184	0.93	5	4618.4	25.41
1005.00	5.27	25.50	32.41	1185	0.99	6	4623	26.50
1006.00	5.71	26.29	33.16	1186	0.89	7	4627.6	27.29
1030.00	6.97	25.32	31.07	1187	0.99	1	4738	26.32
990.00	5.32	25.19	31.31	1188	0.97	2	4554	26.19
1010.00	5.97	25.26	30.80	1189	0.95	3	4646	26.26
1005.00	5.00	25.58	30.91	1190	1.12	4	4623	26.58
1000.00	5.81	25.13	30.08	1191	1	5	4600	26.13
995.00	5.73	24.03	29.12	1192	1.21	6	4577	25.03
999.00	5.68	24.30	28.69	1193	1.09	7	4595.4	25.30
1001.00	5.84	23.80	28.61	1194	1.03	1	4604.6	24.80
1002.00	5.77	23.90	29.13	1195	0.92	2	4609.2	24.90
1004.00	5.00	24.41	31.48	1196	0.93	3	4618.4	25.41
1005.00	5.27	25.50	32.41	1197	0.99	4	4623	26.50
1006.00	5.71	26.29	33.16	1198	0.89	5	4627.6	27.29
1030.00	6.97	25.32	31.07	1199	0.99	6	4738	26.32
990.00	5.32	25.19	31.31	1200	0.89	7	4554	26.19
1010.00	5.97	25.26	30.80	1201	0.99	1	4646	26.26
1005.00	5.00	25.58	30.91	1202	0.97	2	4623	26.58
1000.00	5.81	25.13	30.08	1203	0.95	3	4600	26.13
995.00	5.73	24.03	29.12	1204	1.12	4	4577	25.03
999.00	5.68	24.30	28.69	1205	1	5	4595.4	25.30
1001.00	5.84	23.80	28.61	1206	1.21	6	4604.6	24.80
1002.00	5.77	23.90	29.13	1207	1.09	7	4609.2	24.90
1004.00	5.00	24.41	31.48	1208	1.03	1	4618.4	25.41
1005.00	5.27	25.50	32.41	1209	0.92	2	4623	26.50
1006.00	5.71	26.29	33.16	1210	0.93	3	4627.6	27.29
990.00	5.32	25.19	31.31	1211	0.99	4	4554	26.19
1010.00	5.97	25.26	30.80	1212	0.89	5	4646	26.26
1005.00	5.00	25.58	30.91	1213	0.99	6	4623	26.58
1000.00	5.81	25.13	30.08	1214	0.97	7	4600	26.13
995.00	5.73	24.03	29.12	1215	0.95	1	4577	25.03
999.00	5.68	24.30	28.69	1216	1.12	2	4595.4	25.30
1001.00	5.84	23.80	28.61	1217	1	3	4604.6	24.80
1002.00	5.77	23.90	29.13	1218	1.21	4	4609.2	24.90
1004.00	5.00	24.41	31.48	1219	1.09	5	4618.4	25.41
1005.00	5.27	25.50	32.41	1220	1.03	6	4623	26.50
1006.00	5.71	26.29	33.16	1221	0.92	7	4627.6	27.29
1030.00	6.97	25.32	31.07	1222	0.93	1	4738	26.32
990.00	5.32	25.19	31.31	1223	0.99	2	4554	26.19
1010.00	5.97	25.26	30.80	1224	0.89	3	4646	26.26
1005.00	5.00	25.58	30.91	1225	0.99	4	4623	26.58
1000.00	5.81	25.13	30.08	1226	0.97	5	4600	26.13
995.00	5.73	24.03	29.12	1227	0.95	6	4577	25.03
999.00	5.68	24.30	28.69	1228	1.12	7	4595.4	25.30
1001.00	5.84	23.80	28.61	1229	1	1	4604.6	24.80
1002.00	5.77	23.90	29.13	1230	1.21	2	4609.2	24.90
1004.00	5.00	24.41	31.48	1231	1.09	3	4618.4	25.41
1005.00	5.27	25.50	32.41	1232	1.03	4	4623	26.50
1006.00	5.71	26.29	33.16	1233	0.92	5	4627.6	27.29
1005.00	5.27	25.50	32.41	1234	0.93	6	4623	26.50
1006.00	5.71	26.29	33.16	1235	0.99	7	4627.6	27.29
1030.00	6.97	25.32	31.07	1236	0.89	1	4738	26.32
990.00	5.32	25.19	31.31	1237	0.99	2	4554	26.19
1010.00	5.97	25.26	30.80	1238	0.89	3	4646	26.26
1005.00	5.00	25.58	30.91	1239	0.99	4	4623	26.58
1000.00	5.81	25.13	30.08	1240	0.97	5	4600	26.13
995.00	5.73	24.03	29.12	1241	0.95	6	4577	25.03
999.00	5.68	24.30	28.69	1242	1.12	7	4595.4	25.30
1001.00	5.84	23.80	28.61	1243	1	1	4604.6	24.80
1002.00	5.77	23.90	29.13	1244	1.21	2	4609.2	24.90
1004.00	5.00	24.41	31.48	1245	1.09	3	4618.4	25.41
1005.00	5.27	25.50	32.41	1246	1.03	4	4623	26.50
1006.00	5.71	26.29	33.16	1247	0.92	5	4627.6	27.29
1005.00	5.00	25.58	30.91	1248	0.93	6	4623	26.58
1000.00	5.81	25.13	30.08	1249	0.99	7	4600	26.13
995.00	5.73	24.03	29.12	1250	0.89	1	4577	25.03
999.00	5.68	24.30	28.69	1251	0.99	2	4595.4	25.30
999.00	5.68	24.30	28.69	1252	0.89	3	4595.4	25.30
1001.00	5.84	23.80	28.61	1253	0.99	4	4604.6	24.80
1002.00	5.77	23.90	29.13	1254	0.97	5	4609.2	24.90
1004.00	5.00	24.41	31.48	1255	0.95	6	4618.4	25.41
1005.00	5.27	25.50	32.41	1256	1.12	7	4623	26.50
1006.00	5.71	26.29	33.16	1257	1	1	4627.6	27.29
1030.00	6.97	25.32	31.07	1258	1.21	2	4738	26.32
990.00	5.32	25.19	31.31	1259	1.09	3	4554	26.19
1010.00	5.97	25.26	30.80	1260	1.03	4	4646	26.26
1005.00	5.00	25.58	30.91	1261	0.92	5	4623	26.58
1000.00	5.81	25.13	30.08	1262	0.93	6	4600	26.13
995.00	5.73	24.03	29.12	1263	0.99	7	4577	25.03
999.00	5.68	24.30	28.69	1264	0.89	1	4595.4	25.30
1001.00	5.84	23.80	28.61	1265	0.99	2	4604.6	24.80
1002.00	5.77	23.90	29.13	1266	0.97	3	4609.2	24.90
1004.00	5.00	24.41	31.48	1267	0.95	4	4618.4	25.41
1005.00	5.27	25.50	32.41	1268	1.12	5	4623	26.50
1006.00	5.71	26.29	33.16	1269	1	6	4627.6	27.29
990.00	5.32	25.19	31.31	1270	1.21	7	4554	26.19
1010.00	5.97	25.26	30.80	1271	1.09	1	4646	26.26
1005.00	5.00	25.58	30.91	1272	1.03	2	4623	26.58
1000.00	5.81	25.13	30.08	1273	0.92	3	4600	26.13
995.00	5.73	24.03	29.12	1274	0.93	4	4577	25.03
999.00	5.68	24.30	28.69	1275	0.99	5	4595.4	25.30
1001.00	5.84	23.80	28.61	1276	0.89	6	4604.6	24.80
1002.00	5.77	23.90	29.13	1277	0.99	7	4609.2	24.90
1004.00	5.00	24.41	31.48	1278	0.89	1	4618.4	25.41
1005.00	5.27	25.50	32.41	1279	0.99	2	4623	26.50
1006.00	5.71	26.29	33.16	1280	0.97	3	4627.6	27.29
1030.00	6.97	25.32	31.07	1281	0.95	4	4738	26.32
990.00	5.32	25.19	31.31	1282	1.12	5	4554	26.19
1010.00	5.97	25.26	30.80	1283	1	6	4646	26.26
1005.00	5.00	25.58	30.91	1284	1.21	7	4623	26.58
1000.00	5.81	25.13	30.08	1285	1.09	1	4600	26.13
995.00	5.73	24.03	29.12	1286	1.03	2	4577	25.03
999.00	5.68	24.30	28.69	1287	0.92	3	4595.4	25.30
1001.00	5.84	23.80	28.61	1288	0.93	4	4604.6	24.80
1002.00	5.77	23.90	29.13	1289	0.99	5	4609.2	24.90
1004.00	5.00	24.41	31.48	1290	0.89	6	4618.4	25.41
1005.00	5.27	25.50	32.41	1291	0.99	7	4623	26.50
1006.00	5.71	26.29	33.16	1292	0.97	1	4627.6	27.29
1005.00	5.00	25.58	30.91	1293	0.95	2	4623	26.58
1000.00	5.81	25.13	30.08	1294	1.12	3	4600	26.13
995.00	5.73	24.03	29.12	1295	1	4	4577	25.03
999.00	5.68	24.30	28.69	1296	1.21	5	4595.4	25.30
1001.00	5.84	23.80	28.61	1297	1.09	6	4604.6	24.80
1002.00	5.77	23.90	29.13	1298	1.03	7	4609.2	24.90
1004.00	5.00	24.41	31.48	1299	0.92	1	4618.4	25.41
1005.00	5.27	25.50	32.41	1300	0.93	2	4623	26.50
1006.00	5.71	26.29	33.16	1301	0.99	3	4627.6	27.29
999.00	5.68	24.30	28.69	1302	0.89	4	4595.4	25.30
1001.00	5.84	23.80	28.61	1303	0.99	5	4604.6	24.80
1002.00	5.77	23.90	29.13	1304	0.97	6	4609.2	24.90
1004.00	5.00	24.41	31.48	1305	0.95	7	4618.4	25.41
1005.00	5.27	25.50	32.41	1306	1.12	1	4623	26.50
1006.00	5.71	26.29	33.16	1307	1	2	4627.6	27.29
1030.00	6.97	25.32	31.07	1308	1.21	3	4738	26.32
990.00	5.32	25.19	31.31	1309	1.09	4	4554	26.19
1010.00	5.97	25.26	30.80	1310	1.03	5	4646	26.26
1005.00	5.00	25.58	30.91	1311	0.92	6	4623	26.58
1000.00	5.81	25.13	30.08	1312	0.93	7	4600	26.13
995.00	5.73	24.03	29.12	1313	0.99	1	4577	25.03
999.00	5.68	24.30	28.69	1314	0.89	2	4595.4	25.30
1001.00	5.84	23.80	28.61	1315	0.99	3	4604.6	24.80
1002.00	5.77	23.90	29.13	1316	0.89	4	4609.2	24.90
1004.00	5.00	24.41	31.48	1317	0.99	5	4618.4	25.41
1005.00	5.27	25.50	32.41	1318	0.97	6	4623	26.50
1006.00	5.71	26.29	33.16	1319	0.95	7	4627.6	27.29
990.00	5.32	25.19	31.31	1320	1.12	1	4554	26.19
1010.00	5.97	25.26	30.80	1321	1	2	4646	26.26
1005.00	5.00	25.58	30.91	1322	1.21	3	4623	26.58
1000.00	5.81	25.13	30.08	1323	1.09	4	4600	26.13
995.00	5.73	24.03	29.12	1324	1.03	5	4577	25.03
999.00	5.68	24.30	28.69	1325	0.92	6	4595.4	25.30
1001.00	5.84	23.80	28.61	1326	0.93	7	4604.6	24.80
1002.00	5.77	23.90	29.13	1327	0.99	1	4609.2	24.90
1004.00	5.00	24.41	31.48	1328	0.89	2	4618.4	25.41
1005.00	5.27	25.50	32.41	1329	0.99	3	4623	26.50
1006.00	5.71	26.29	33.16	1330	0.89	4	4627.6	27.29
1030.00	6.97	25.32	31.07	1331	0.99	5	4738	26.32
990.00	5.32	25.19	31.31	1332	0.97	6	4554	26.19
1010.00	5.97	25.26	30.80	1333	0.95	7	4646	26.26
1005.00	5.00	25.58	30.91	1334	1.12	1	4623	26.58
1000.00	5.81	25.13	30.08	1335	1	2	4600	26.13
995.00	5.73	24.03	29.12	1336	1.21	3	4577	25.03
999.00	5.68	24.30	28.69	1337	1.09	4	4595.4	25.30
1001.00	5.84	23.80	28.61	1338	1.03	5	4604.6	24.80
1002.00	5.77	23.90	29.13	1339	0.92	6	4609.2	24.90
1004.00	5.00	24.41	31.48	1340	0.93	7	4618.4	25.41
1005.00	5.27	25.50	32.41	1341	0.99	1	4623	26.50
1006.00	5.71	26.29	33.16	1342	0.89	2	4627.6	27.29
1005.00	5.00	25.58	30.91	1343	0.99	3	4623	26.58
1000.00	5.81	25.13	30.08	1344	0.97	4	4600	26.13
995.00	5.73	24.03	29.12	1345	0.95	5	4577	25.03
999.00	5.68	24.30	28.69	1346	1.12	6	4595.4	25.30
1001.00	5.84	23.80	28.61	1347	1	7	4604.6	24.80
1002.00	5.77	23.90	29.13	1348	1.21	1	4609.2	24.90
1004.00	5.00	24.41	31.48	1349	1.09	2	4618.4	25.41
1005.00	5.27	25.50	32.41	1350	1.03	3	4623	26.50
1006.00	5.71	26.29	33.16	1351	0.92	4	4627.6	27.29
1030.00	6.97	25.32	31.07	1352	0.93	5	4738	26.32
990.00	5.32	25.19	31.31	1353	0.99	6	4554	26.19
1010.00	5.97	25.26	30.80	1354	0.89	7	4646	26.26
1005.00	5.00	25.58	30.91	1355	0.99	1	4623	26.58
1000.00	5.81	25.13	30.08	1356	0.97	2	4600	26.13
995.00	5.73	24.03	29.12	1357	0.95	3	4577	25.03
999.00	5.68	24.30	28.69	1358	1.12	4	4595.4	25.30
1001.00	5.84	23.80	28.61	1359	1	5	4604.6	24.80
1002.00	5.77	23.90	29.13	1360	1.21	6	4609.2	24.90
1004.00	5.00	24.41	31.48	1361	1.09	7	4618.4	25.41
1005.00	5.27	25.50	32.41	1362	1.03	1	4623	26.50
1006.00	5.71	26.29	33.16	1363	0.92	2	4627.6	27.29
1030.00	6.97	25.32	31.07	1364	0.93	3	4738	26.32
