RAD	WIND	MINT	MAXT	DOY	VPR	OKTA	RAIN	AHA
999	5.68	24.3	28.69	462	1.09	7	4595.4	25.3
1001	5.84	23.8	28.61	463	1.03	1	4604.6	24.8
1002	5.77	23.9	29.13	464	0.92	2	4609.2	24.9
1004	5	24.41	31.48	465	0.93	3	4618.4	25.41
1005	5.27	25.5	32.41	466	0.99	4	4623	26.5
1006	5.71	26.29	33.16	467	0.89	5	4627.6	27.29
1030	6.97	25.32	31.07	468	0.99	6	4738	26.32
990	5.32	25.19	31.31	469	0.89	7	4554	26.19
1010	5.97	25.26	30.8	470	0.99	1	4646	26.26
1005	5	25.58	30.91	471	0.97	2	4623	26.58
1000	5.81	25.13	30.08	472	0.95	3	4600	26.13
995	5.73	24.03	29.12	473	1.12	4	4577	25.03
999	5.68	24.3	28.69	474	1	5	4595.4	25.3
1001	5.84	23.8	28.61	475	1.21	6	4604.6	24.8
1002	5.77	23.9	29.13	476	1.09	7	4609.2	24.9
1004	5	24.41	31.48	477	1.03	1	4618.4	25.41
1005	5.27	25.5	32.41	478	0.92	2	4623	26.5
1006	5.71	26.29	33.16	479	0.93	3	4627.6	27.29
990	5.32	25.19	31.31	480	0.99	4	4554	26.19
1010	5.97	25.26	30.8	481	0.89	5	4646	26.26
1005	5	25.58	30.91	482	0.99	6	4623	26.58
1000	5.81	25.13	30.08	483	0.97	7	4600	26.13
995	5.73	24.03	29.12	484	0.95	1	4577	25.03
999	5.68	24.3	28.69	485	1.12	2	4595.4	25.3
1001	5.84	23.8	28.61	486	1	3	4604.6	24.8
1002	5.77	23.9	29.13	487	1.21	4	4609.2	24.9
1004	5	24.41	31.48	488	1.09	5	4618.4	25.41
1005	5.27	25.5	32.41	489	1.03	6	4623	26.5
1006	5.71	26.29	33.16	490	0.92	7	4627.6	27.29
1030	6.97	25.32	31.07	491	0.93	1	4738	26.32
990	5.32	25.19	31.31	492	0.99	2	4554	26.19
1010	5.97	25.26	30.8	493	0.89	3	4646	26.26
1005	5	25.58	30.91	494	0.99	4	4623	26.58
1000	5.81	25.13	30.08	495	0.97	5	4600	26.13
995	5.73	24.03	29.12	496	0.95	6	4577	25.03
999	5.68	24.3	28.69	497	1.12	7	4595.4	25.3
1001	5.84	23.8	28.61	498	1	1	4604.6	24.8
1002	5.77	23.9	29.13	499	1.21	2	4609.2	24.9
1004	5	24.41	31.48	500	1.09	3	4618.4	25.41
1005	5.27	25.5	32.41	501	1.03	4	4623	26.5
1006	5.71	26.29	33.16	502	0.92	5	4627.6	27.29
1005	5.27	25.5	32.41	503	0.93	6	4623	26.5
1006	5.71	26.29	33.16	504	0.99	7	4627.6	27.29
1030	6.97	25.32	31.07	505	0.89	1	4738	26.32
990	5.32	25.19	31.31	506	0.99	2	4554	26.19
1010	5.97	25.26	30.8	507	0.89	3	4646	26.26
1005	5	25.58	30.91	508	0.99	4	4623	26.58
1000	5.81	25.13	30.08	509	0.97	5	4600	26.13
995	5.73	24.03	29.12	510	0.95	6	4577	25.03
999	5.68	24.3	28.69	511	1.12	7	4595.4	25.3
1001	5.84	23.8	28.61	512	1	1	4604.6	24.8
1002	5.77	23.9	29.13	513	1.21	2	4609.2	24.9
1004	5	24.41	31.48	514	1.09	3	4618.4	25.41
1005	5.27	25.5	32.41	515	1.03	4	4623	26.5
1006	5.71	26.29	33.16	516	0.92	5	4627.6	27.29
1005	5	25.58	30.91	517	0.93	6	4623	26.58
1000	5.81	25.13	30.08	518	0.99	7	4600	26.13
995	5.73	24.03	29.12	519	0.89	1	4577	25.03
999	5.68	24.3	28.69	520	0.99	2	4595.4	25.3
999	5.68	24.3	28.69	521	0.89	3	4595.4	25.3
1001	5.84	23.8	28.61	522	0.99	4	4604.6	24.8
1002	5.77	23.9	29.13	523	0.97	5	4609.2	24.9
1004	5	24.41	31.48	524	0.95	6	4618.4	25.41
1005	5.27	25.5	32.41	525	1.12	7	4623	26.5
1006	5.71	26.29	33.16	526	1	1	4627.6	27.29
1030	6.97	25.32	31.07	527	1.21	2	4738	26.32
990	5.32	25.19	31.31	528	1.09	3	4554	26.19
1010	5.97	25.26	30.8	529	1.03	4	4646	26.26
1005	5	25.58	30.91	530	0.92	5	4623	26.58
1000	5.81	25.13	30.08	531	0.93	6	4600	26.13
995	5.73	24.03	29.12	532	0.99	7	4577	25.03
999	5.68	24.3	28.69	533	0.89	1	4595.4	25.3
1001	5.84	23.8	28.61	534	0.99	2	4604.6	24.8
1002	5.77	23.9	29.13	535	0.97	3	4609.2	24.9
1004	5	24.41	31.48	536	0.95	4	4618.4	25.41
1005	5.27	25.5	32.41	537	1.12	5	4623	26.5
1006	5.71	26.29	33.16	538	1	6	4627.6	27.29
990	5.32	25.19	31.31	539	1.21	7	4554	26.19
1010	5.97	25.26	30.8	540	1.09	1	4646	26.26
1005	5	25.58	30.91	541	1.03	2	4623	26.58
1000	5.81	25.13	30.08	542	0.92	3	4600	26.13
995	5.73	24.03	29.12	543	0.93	4	4577	25.03
999	5.68	24.3	28.69	544	0.99	5	4595.4	25.3
1001	5.84	23.8	28.61	545	0.89	6	4604.6	24.8
1002	5.77	23.9	29.13	546	0.99	7	4609.2	24.9
1004	5	24.41	31.48	547	0.89	1	4618.4	25.41
1005	5.27	25.5	32.41	548	0.99	2	4623	26.5
1006	5.71	26.29	33.16	549	0.97	3	4627.6	27.29
1030	6.97	25.32	31.07	550	0.95	4	4738	26.32
990	5.32	25.19	31.31	551	1.12	5	4554	26.19
1010	5.97	25.26	30.8	552	1	6	4646	26.26
1005	5	25.58	30.91	553	1.21	7	4623	26.58
1000	5.81	25.13	30.08	554	1.09	1	4600	26.13
995	5.73	24.03	29.12	555	1.03	2	4577	25.03
999	5.68	24.3	28.69	556	0.92	3	4595.4	25.3
1001	5.84	23.8	28.61	557	0.93	4	4604.6	24.8
1002	5.77	23.9	29.13	558	0.99	5	4609.2	24.9
1004	5	24.41	31.48	559	0.89	6	4618.4	25.41
1005	5.27	25.5	32.41	560	0.99	7	4623	26.5
1006	5.71	26.29	33.16	561	0.97	1	4627.6	27.29
1005	5	25.58	30.91	562	0.95	2	4623	26.58
1000	5.81	25.13	30.08	563	1.12	3	4600	26.13
995	5.73	24.03	29.12	564	1	4	4577	25.03
999	5.68	24.3	28.69	565	1.21	5	4595.4	25.3
1001	5.84	23.8	28.61	566	1.09	6	4604.6	24.8
1002	5.77	23.9	29.13	567	1.03	7	4609.2	24.9
1004	5	24.41	31.48	568	0.92	1	4618.4	25.41
1005	5.27	25.5	32.41	569	0.93	2	4623	26.5
1006	5.71	26.29	33.16	570	0.99	3	4627.6	27.29
999	5.68	24.3	28.69	571	0.89	4	4595.4	25.3
1001	5.84	23.8	28.61	572	0.99	5	4604.6	24.8
1002	5.77	23.9	29.13	573	0.97	6	4609.2	24.9
1004	5	24.41	31.48	574	0.95	7	4618.4	25.41
1005	5.27	25.5	32.41	575	1.12	1	4623	26.5
1006	5.71	26.29	33.16	576	1	2	4627.6	27.29
1030	6.97	25.32	31.07	577	1.21	3	4738	26.32
990	5.32	25.19	31.31	578	1.09	4	4554	26.19
1010	5.97	25.26	30.8	579	1.03	5	4646	26.26
1005	5	25.58	30.91	580	0.92	6	4623	26.58
1000	5.81	25.13	30.08	581	0.93	7	4600	26.13
995	5.73	24.03	29.12	582	0.99	1	4577	25.03
999	5.68	24.3	28.69	583	0.89	2	4595.4	25.3
1001	5.84	23.8	28.61	584	0.99	3	4604.6	24.8
1002	5.77	23.9	29.13	585	0.89	4	4609.2	24.9
1004	5	24.41	31.48	586	0.99	5	4618.4	25.41
1005	5.27	25.5	32.41	587	0.97	6	4623	26.5
1006	5.71	26.29	33.16	588	0.95	7	4627.6	27.29
990	5.32	25.19	31.31	589	1.12	1	4554	26.19
1010	5.97	25.26	30.8	590	1	2	4646	26.26
1005	5	25.58	30.91	591	1.21	3	4623	26.58
1000	5.81	25.13	30.08	592	1.09	4	4600	26.13
995	5.73	24.03	29.12	593	1.03	5	4577	25.03
999	5.68	24.3	28.69	594	0.92	6	4595.4	25.3
1001	5.84	23.8	28.61	595	0.93	7	4604.6	24.8
1002	5.77	23.9	29.13	596	0.99	1	4609.2	24.9
1004	5	24.41	31.48	597	0.89	2	4618.4	25.41
1005	5.27	25.5	32.41	598	0.99	3	4623	26.5
1006	5.71	26.29	33.16	599	0.89	4	4627.6	27.29
1030	6.97	25.32	31.07	600	0.99	5	4738	26.32
990	5.32	25.19	31.31	601	0.97	6	4554	26.19
1010	5.97	25.26	30.8	602	0.95	7	4646	26.26
1005	5	25.58	30.91	603	1.12	1	4623	26.58
1000	5.81	25.13	30.08	604	1	2	4600	26.13
995	5.73	24.03	29.12	605	1.21	3	4577	25.03
999	5.68	24.3	28.69	606	1.09	4	4595.4	25.3
1001	5.84	23.8	28.61	607	1.03	5	4604.6	24.8
1002	5.77	23.9	29.13	608	0.92	6	4609.2	24.9
1004	5	24.41	31.48	609	0.93	7	4618.4	25.41
1005	5.27	25.5	32.41	610	0.99	1	4623	26.5
1006	5.71	26.29	33.16	611	0.89	2	4627.6	27.29
1005	5	25.58	30.91	612	0.99	3	4623	26.58
1000	5.81	25.13	30.08	613	0.97	4	4600	26.13
995	5.73	24.03	29.12	614	0.95	5	4577	25.03
999	5.68	24.3	28.69	615	1.12	6	4595.4	25.3
1001	5.84	23.8	28.61	616	1	7	4604.6	24.8
1002	5.77	23.9	29.13	617	1.21	1	4609.2	24.9
1004	5	24.41	31.48	618	1.09	2	4618.4	25.41
1005	5.27	25.5	32.41	619	1.03	3	4623	26.5
1006	5.71	26.29	33.16	620	0.92	4	4627.6	27.29
1030	6.97	25.32	31.07	621	0.93	5	4738	26.32
990	5.32	25.19	31.31	622	0.99	6	4554	26.19
1010	5.97	25.26	30.8	623	0.89	7	4646	26.26
1005	5	25.58	30.91	624	0.99	1	4623	26.58
1000	5.81	25.13	30.08	625	0.97	2	4600	26.13
995	5.73	24.03	29.12	626	0.95	3	4577	25.03
999	5.68	24.3	28.69	627	1.12	4	4595.4	25.3
1001	5.84	23.8	28.61	628	1	5	4604.6	24.8
1002	5.77	23.9	29.13	629	1.21	6	4609.2	24.9
1004	5	24.41	31.48	630	1.09	7	4618.4	25.41
1005	5.27	25.5	32.41	631	1.03	1	4623	26.5
1006	5.71	26.29	33.16	632	0.92	2	4627.6	27.29
1030	6.97	25.32	31.07	633	0.93	3	4738	26.32
990	5.32	25.19	31.31	634	0.99	4	4554	26.19
1010	5.97	25.26	30.8	635	0.89	5	4646	26.26
1005	5	25.58	30.91	636	0.99	6	4623	26.58
1000	5.81	25.13	30.08	637	0.89	7	4600	26.13
995	5.73	24.03	29.12	638	0.99	1	4577	25.03
999	5.68	24.3	28.69	639	0.97	2	4595.4	25.3
1001	5.84	23.8	28.61	640	0.95	3	4604.6	24.8
1002	5.77	23.9	29.13	641	1.12	4	4609.2	24.9
1004	5	24.41	31.48	642	1	5	4618.4	25.41
1005	5.27	25.5	32.41	643	1.21	6	4623	26.5
1006	5.71	26.29	33.16	644	1.09	7	4627.6	27.29
1030	6.97	25.32	31.07	645	1.03	1	4738	26.32
990	5.32	25.19	31.31	646	0.92	2	4554	26.19
1010	5.97	25.26	30.8	647	0.93	3	4646	26.26
1005	5	25.58	30.91	648	0.99	4	4623	26.58
1000	5.81	25.13	30.08	649	0.89	5	4600	26.13
995	5.73	24.03	29.12	650	0.99	6	4577	25.03
999	5.68	24.3	28.69	651	0.97	7	4595.4	25.3
1001	5.84	23.8	28.61	652	0.95	1	4604.6	24.8
1002	5.77	23.9	29.13	653	1.12	2	4609.2	24.9
1004	5	24.41	31.48	654	1	3	4618.4	25.41
1005	5.27	25.5	32.41	655	1.21	4	4623	26.5
1006	5.71	26.29	33.16	656	1.09	5	4627.6	27.29
990	5.32	25.19	31.31	657	1.03	6	4554	26.19
1010	5.97	25.26	30.8	658	0.92	7	4646	26.26
1005	5	25.58	30.91	659	0.93	1	4623	26.58
1000	5.81	25.13	30.08	660	0.99	2	4600	26.13
995	5.73	24.03	29.12	661	0.89	3	4577	25.03
999	5.68	24.3	28.69	662	0.99	4	4595.4	25.3
1001	5.84	23.8	28.61	663	0.97	5	4604.6	24.8
1002	5.77	23.9	29.13	664	0.95	6	4609.2	24.9
1004	5	24.41	31.48	665	1.12	7	4618.4	25.41
1005	5.27	25.5	32.41	666	1	1	4623	26.5
1006	5.71	26.29	33.16	667	1.21	2	4627.6	27.29
1030	6.97	25.32	31.07	668	1.09	3	4738	26.32
990	5.32	25.19	31.31	669	1.03	4	4554	26.19
1010	5.97	25.26	30.8	670	0.92	5	4646	26.26
1005	5	25.58	30.91	671	0.93	6	4623	26.58
1000	5.81	25.13	30.08	672	0.99	7	4600	26.13
995	5.73	24.03	29.12	673	0.89	1	4577	25.03
999	5.68	24.3	28.69	674	0.99	2	4595.4	25.3
1001	5.84	23.8	28.61	675	0.89	3	4604.6	24.8
1002	5.77	23.9	29.13	676	0.99	4	4609.2	24.9
1004	5	24.41	31.48	677	0.97	5	4618.4	25.41
1005	5.27	25.5	32.41	678	0.95	6	4623	26.5
1006	5.71	26.29	33.16	679	1.12	7	4627.6	27.29
1005	5.27	25.5	32.41	680	1	1	4623	26.5
1006	5.71	26.29	33.16	681	1.21	2	4627.6	27.29
1030	6.97	25.32	31.07	682	1.09	3	4738	26.32
990	5.32	25.19	31.31	683	1.03	4	4554	26.19
1010	5.97	25.26	30.8	684	0.92	5	4646	26.26
1005	5	25.58	30.91	685	0.93	6	4623	26.58
1000	5.81	25.13	30.08	686	0.99	7	4600	26.13
995	5.73	24.03	29.12	687	0.89	1	4577	25.03
999	5.68	24.3	28.69	688	0.99	2	4595.4	25.3
1001	5.84	23.8	28.61	689	0.89	3	4604.6	24.8
1002	5.77	23.9	29.13	690	0.99	4	4609.2	24.9
1004	5	24.41	31.48	691	0.97	5	4618.4	25.41
1005	5.27	25.5	32.41	692	0.95	6	4623	26.5
1006	5.71	26.29	33.16	693	1.12	7	4627.6	27.29
1005	5	25.58	30.91	694	1	1	4623	26.58
1000	5.81	25.13	30.08	695	1.21	2	4600	26.13
995	5.73	24.03	29.12	696	1.09	3	4577	25.03
999	5.68	24.3	28.69	697	1.03	4	4595.4	25.3
1001	5.84	23.8	28.61	698	0.92	5	4604.6	24.8
1002	5.77	23.9	29.13	699	0.93	6	4609.2	24.9
1004	5	24.41	31.48	700	0.99	7	4618.4	25.41
1005	5.27	25.5	32.41	701	0.89	1	4623	26.5
1006	5.71	26.29	33.16	702	0.99	2	4627.6	27.29
1030	6.97	25.32	31.07	703	0.97	3	4738	26.32
990	5.32	25.19	31.31	704	0.95	4	4554	26.19
1010	5.97	25.26	30.8	705	1.12	5	4646	26.26
1005	5	25.58	30.91	706	1	6	4623	26.58
1000	5.81	25.13	30.08	707	1.21	7	4600	26.13
995	5.73	24.03	29.12	708	1.09	1	4577	25.03
999	5.68	24.3	28.69	709	1.03	2	4595.4	25.3
1001	5.84	23.8	28.61	710	0.92	3	4604.6	24.8
1002	5.77	23.9	29.13	711	0.93	4	4609.2	24.9
1004	5	24.41	31.48	712	0.99	5	4618.4	25.41
1005	5.27	25.5	32.41	713	0.89	6	4623	26.5
1006	5.71	26.29	33.16	714	0.99	7	4627.6	27.29
1030	6.97	25.32	31.07	715	0.97	1	4738	26.32
990	5.32	25.19	31.31	716	0.95	2	4554	26.19
1010	5.97	25.26	30.8	717	1.12	3	4646	26.26
1005	5	25.58	30.91	718	1	4	4623	26.58
1000	5.81	25.13	30.08	719	1.21	5	4600	26.13
995	5.73	24.03	29.12	720	1.09	6	4577	25.03
999	5.68	24.3	28.69	721	1.03	7	4595.4	25.3
1001	5.84	23.8	28.61	722	0.92	1	4604.6	24.8
1002	5.77	23.9	29.13	723	0.93	2	4609.2	24.9
1004	5	24.41	31.48	724	0.99	3	4618.4	25.41
1005	5.27	25.5	32.41	725	0.89	4	4623	26.5
1006	5.71	26.29	33.16	726	0.99	5	4627.6	27.29
1030	6.97	25.32	31.07	727	0.89	6	4738	26.32
990	5.32	25.19	31.31	728	0.99	7	4554	26.19
1010	5.97	25.26	30.8	729	0.97	1	4646	26.26
990	5.32	25.19	31.31	730	0.89	1	4554	26.19
1010	5.97	25.26	30.8	731	0.99	2	4646	26.26
1005	5	25.58	30.91	732	0.97	3	4623	26.58
1000	5.81	25.13	30.08	733	0.95	4	4600	26.13
995	5.73	24.03	29.12	734	1.12	5	4577	25.03
999	5.68	24.3	28.69	735	1	6	4595.4	25.3
1001	5.84	23.8	28.61	736	1.21	7	4604.6	24.8
1002	5.77	23.9	29.13	737	1.09	1	4609.2	24.9
1004	5	24.41	31.48	738	1.03	2	4618.4	25.41
1005	5.27	25.5	32.41	739	0.92	3	4623	26.5
1006	5.71	26.29	33.16	740	0.93	4	4627.6	27.29
1030	6.97	25.32	31.07	741	0.99	5	4738	26.32
990	5.32	25.19	31.31	742	0.89	6	4554	26.19
1010	5.97	25.26	30.8	743	0.99	7	4646	26.26
1005	5	25.58	30.91	744	0.89	1	4623	26.58
1000	5.81	25.13	30.08	745	0.99	2	4600	26.13
995	5.73	24.03	29.12	746	0.97	3	4577	25.03
999	5.68	24.3	28.69	747	0.95	4	4595.4	25.3
1001	5.84	23.8	28.61	748	1.12	5	4604.6	24.8
1002	5.77	23.9	29.13	749	1	6	4609.2	24.9
1004	5	24.41	31.48	750	1.21	7	4618.4	25.41
1005	5.27	25.5	32.41	751	1.09	1	4623	26.5
1006	5.71	26.29	33.16	752	1.03	2	4627.6	27.29
1030	6.97	25.32	31.07	753	0.92	3	4738	26.32
990	5.32	25.19	31.31	754	0.93	4	4554	26.19
1010	5.97	25.26	30.8	755	0.99	5	4646	26.26
1005	5	25.58	30.91	756	0.89	6	4623	26.58
1000	5.81	25.13	30.08	757	0.99	7	4600	26.13
995	5.73	24.03	29.12	758	0.97	1	4577	25.03
999	5.68	24.3	28.69	759	0.95	2	4595.4	25.3
1001	5.84	23.8	28.61	760	1.12	3	4604.6	24.8
1002	5.77	23.9	29.13	761	1	4	4609.2	24.9
1004	5	24.41	31.48	762	1.21	5	4618.4	25.41
1005	5.27	25.5	32.41	763	1.09	6	4623	26.5
1006	5.71	26.29	33.16	764	1.03	7	4627.6	27.29
1030	6.97	25.32	31.07	765	0.92	1	4738	26.32
990	5.32	25.19	31.31	766	0.93	2	4554	26.19
1010	5.97	25.26	30.8	767	0.99	3	4646	26.26
1005	5	25.58	30.91	768	0.89	4	4623	26.58
1000	5.81	25.13	30.08	769	0.99	5	4600	26.13
995	5.73	24.03	29.12	770	0.97	6	4577	25.03
999	5.68	24.3	28.69	771	0.95	7	4595.4	25.3
1001	5.84	23.8	28.61	772	1.12	1	4604.6	24.8
1002	5.77	23.9	29.13	773	1	2	4609.2	24.9
1004	5	24.41	31.48	774	1.21	3	4618.4	25.41
1005	5.27	25.5	32.41	775	1.09	4	4623	26.5
1006	5.71	26.29	33.16	776	1.03	5	4627.6	27.29
990	5.32	25.19	31.31	777	0.92	6	4554	26.19
1010	5.97	25.26	30.8	778	0.93	7	4646	26.26
1005	5	25.58	30.91	779	0.99	1	4623	26.58
1000	5.81	25.13	30.08	780	0.89	2	4600	26.13
995	5.73	24.03	29.12	781	0.99	3	4577	25.03
999	5.68	24.3	28.69	782	0.89	4	4595.4	25.3
1001	5.84	23.8	28.61	783	0.99	5	4604.6	24.8
1002	5.77	23.9	29.13	784	0.97	6	4609.2	24.9
1004	5	24.41	31.48	785	0.95	7	4618.4	25.41
1005	5.27	25.5	32.41	786	1.12	1	4623	26.5
1006	5.71	26.29	33.16	787	1	2	4627.6	27.29
1030	6.97	25.32	31.07	788	1.21	3	4738	26.32
990	5.32	25.19	31.31	789	1.09	4	4554	26.19
1010	5.97	25.26	30.8	790	1.03	5	4646	26.26
1005	5	25.58	30.91	791	0.92	6	4623	26.58
1000	5.81	25.13	30.08	792	0.93	7	4600	26.13
995	5.73	24.03	29.12	793	0.99	1	4577	25.03
999	5.68	24.3	28.69	794	0.89	2	4595.4	25.3
1001	5.84	23.8	28.61	795	0.99	3	4604.6	24.8
1002	5.77	23.9	29.13	796	0.89	4	4609.2	24.9
1004	5	24.41	31.48	797	0.99	5	4618.4	25.41
1005	5.27	25.5	32.41	798	0.97	6	4623	26.5
1006	5.71	26.29	33.16	799	0.95	7	4627.6	27.29
1005	5	25.58	30.91	800	1.12	1	4623	26.58
1000	5.81	25.13	30.08	801	1	2	4600	26.13
995	5.73	24.03	29.12	802	1.21	3	4577	25.03
999	5.68	24.3	28.69	803	1.09	4	4595.4	25.3
1001	5.84	23.8	28.61	804	1.03	5	4604.6	24.8
1002	5.77	23.9	29.13	805	0.92	6	4609.2	24.9
1004	5	24.41	31.48	806	0.93	7	4618.4	25.41
1005	5.27	25.5	32.41	807	0.99	1	4623	26.5
1006	5.71	26.29	33.16	808	0.89	2	4627.6	27.29
1030	6.97	25.32	31.07	809	0.99	3	4738	26.32
990	5.32	25.19	31.31	810	0.97	4	4554	26.19
1010	5.97	25.26	30.8	811	0.95	5	4646	26.26
1005	5	25.58	30.91	812	1.12	6	4623	26.58
1000	5.81	25.13	30.08	813	1	7	4600	26.13
995	5.73	24.03	29.12	814	1.21	1	4577	25.03
999	5.68	24.3	28.69	815	1.09	2	4595.4	25.3
1001	5.84	23.8	28.61	816	1.03	3	4604.6	24.8
1002	5.77	23.9	29.13	817	0.92	4	4609.2	24.9
1004	5	24.41	31.48	818	0.93	5	4618.4	25.41
1005	5.27	25.5	32.41	819	0.99	6	4623	26.5
1006	5.71	26.29	33.16	820	0.89	7	4627.6	27.29
1030	6.97	25.32	31.07	821	0.99	1	4738	26.32
990	5.32	25.19	31.31	822	0.97	2	4554	26.19
1010	5.97	25.26	30.8	823	0.95	3	4646	26.26
1005	5	25.58	30.91	824	1.12	4	4623	26.58
1000	5.81	25.13	30.08	825	1	5	4600	26.13
995	5.73	24.03	29.12	826	1.21	6	4577	25.03
999	5.68	24.3	28.69	827	1.09	7	4595.4	25.3
1001	5.84	23.8	28.61	828	1.03	1	4604.6	24.8
1002	5.77	23.9	29.13	829	0.92	2	4609.2	24.9
1004	5	24.41	31.48	830	0.93	3	4618.4	25.41
1005	5.27	25.5	32.41	831	0.99	4	4623	26.5
1006	5.71	26.29	33.16	832	0.89	5	4627.6	27.29
1030	6.97	25.32	31.07	833	0.99	6	4738	26.32
990	5.32	25.19	31.31	834	0.89	7	4554	26.19
1010	5.97	25.26	30.8	835	0.99	1	4646	26.26
1005	5	25.58	30.91	836	0.97	2	4623	26.58
1000	5.81	25.13	30.08	837	0.95	3	4600	26.13
995	5.73	24.03	29.12	838	1.12	4	4577	25.03
999	5.68	24.3	28.69	839	1	5	4595.4	25.3
1001	5.84	23.8	28.61	840	1.21	6	4604.6	24.8
1002	5.77	23.9	29.13	841	1.09	7	4609.2	24.9
1004	5	24.41	31.48	842	1.03	1	4618.4	25.41
1005	5.27	25.5	32.41	843	0.92	2	4623	26.5
1006	5.71	26.29	33.16	844	0.93	3	4627.6	27.29
990	5.32	25.19	31.31	845	0.99	4	4554	26.19
1010	5.97	25.26	30.8	846	0.89	5	4646	26.26
1005	5	25.58	30.91	847	0.99	6	4623	26.58
1000	5.81	25.13	30.08	848	0.97	7	4600	26.13
995	5.73	24.03	29.12	849	0.95	1	4577	25.03
999	5.68	24.3	28.69	850	1.12	2	4595.4	25.3
1001	5.84	23.8	28.61	851	1	3	4604.6	24.8
1002	5.77	23.9	29.13	852	1.21	4	4609.2	24.9
1004	5	24.41	31.48	853	1.09	5	4618.4	25.41
1005	5.27	25.5	32.41	854	1.03	6	4623	26.5
1006	5.71	26.29	33.16	855	0.92	7	4627.6	27.29
1030	6.97	25.32	31.07	856	0.93	1	4738	26.32
990	5.32	25.19	31.31	857	0.99	2	4554	26.19
1010	5.97	25.26	30.8	858	0.89	3	4646	26.26
1005	5	25.58	30.91	859	0.99	4	4623	26.58
1000	5.81	25.13	30.08	860	0.97	5	4600	26.13
995	5.73	24.03	29.12	861	0.95	6	4577	25.03
999	5.68	24.3	28.69	862	1.12	7	4595.4	25.3
1001	5.84	23.8	28.61	863	1	1	4604.6	24.8
1002	5.77	23.9	29.13	864	1.21	2	4609.2	24.9
1004	5	24.41	31.48	865	1.09	3	4618.4	25.41
1005	5.27	25.5	32.41	866	1.03	4	4623	26.5
1006	5.71	26.29	33.16	867	0.92	5	4627.6	27.29
1005	5.27	25.5	32.41	868	0.93	6	4623	26.5
1006	5.71	26.29	33.16	869	0.99	7	4627.6	27.29
1030	6.97	25.32	31.07	870	0.89	1	4738	26.32
990	5.32	25.19	31.31	871	0.99	2	4554	26.19
1010	5.97	25.26	30.8	872	0.89	3	4646	26.26
1005	5	25.58	30.91	873	0.99	4	4623	26.58
1000	5.81	25.13	30.08	874	0.97	5	4600	26.13
995	5.73	24.03	29.12	875	0.95	6	4577	25.03
999	5.68	24.3	28.69	876	1.12	7	4595.4	25.3
1001	5.84	23.8	28.61	877	1	1	4604.6	24.8
1002	5.77	23.9	29.13	878	1.21	2	4609.2	24.9
1004	5	24.41	31.48	879	1.09	3	4618.4	25.41
1005	5.27	25.5	32.41	880	1.03	4	4623	26.5
1006	5.71	26.29	33.16	881	0.92	5	4627.6	27.29
1005	5	25.58	30.91	882	0.93	6	4623	26.58
1000	5.81	25.13	30.08	883	0.99	7	4600	26.13
995	5.73	24.03	29.12	884	0.89	1	4577	25.03
999	5.68	24.3	28.69	885	0.99	2	4595.4	25.3
999	5.68	24.3	28.69	886	0.89	3	4595.4	25.3
1001	5.84	23.8	28.61	887	0.99	4	4604.6	24.8
1002	5.77	23.9	29.13	888	0.97	5	4609.2	24.9
1004	5	24.41	31.48	889	0.95	6	4618.4	25.41
1005	5.27	25.5	32.41	890	1.12	7	4623	26.5
1006	5.71	26.29	33.16	891	1	1	4627.6	27.29
1030	6.97	25.32	31.07	892	1.21	2	4738	26.32
990	5.32	25.19	31.31	893	1.09	3	4554	26.19
1010	5.97	25.26	30.8	894	1.03	4	4646	26.26
1005	5	25.58	30.91	895	0.92	5	4623	26.58
1000	5.81	25.13	30.08	896	0.93	6	4600	26.13
995	5.73	24.03	29.12	897	0.99	7	4577	25.03
999	5.68	24.3	28.69	898	0.89	1	4595.4	25.3
1001	5.84	23.8	28.61	899	0.99	2	4604.6	24.8
1002	5.77	23.9	29.13	900	0.97	3	4609.2	24.9
1004	5	24.41	31.48	901	0.95	4	4618.4	25.41
1005	5.27	25.5	32.41	902	1.12	5	4623	26.5
1006	5.71	26.29	33.16	903	1	6	4627.6	27.29
990	5.32	25.19	31.31	904	1.21	7	4554	26.19
1010	5.97	25.26	30.8	905	1.09	1	4646	26.26
1005	5	25.58	30.91	906	1.03	2	4623	26.58
1000	5.81	25.13	30.08	907	0.92	3	4600	26.13
995	5.73	24.03	29.12	908	0.93	4	4577	25.03
999	5.68	24.3	28.69	909	0.99	5	4595.4	25.3
1001	5.84	23.8	28.61	910	0.89	6	4604.6	24.8
1002	5.77	23.9	29.13	911	0.99	7	4609.2	24.9
1004	5	24.41	31.48	912	0.89	1	4618.4	25.41
1005	5.27	25.5	32.41	913	0.99	2	4623	26.5
1006	5.71	26.29	33.16	914	0.97	3	4627.6	27.29
1030	6.97	25.32	31.07	915	0.95	4	4738	26.32
990	5.32	25.19	31.31	916	1.12	5	4554	26.19
1010	5.97	25.26	30.8	917	1	6	4646	26.26
1005	5	25.58	30.91	918	1.21	7	4623	26.58
1000	5.81	25.13	30.08	919	1.09	1	4600	26.13
995	5.73	24.03	29.12	920	1.03	2	4577	25.03
999	5.68	24.3	28.69	921	0.92	3	4595.4	25.3
1001	5.84	23.8	28.61	922	0.93	4	4604.6	24.8
1002	5.77	23.9	29.13	923	0.99	5	4609.2	24.9
